,binomial,country,continent,genus,family,UUID,class_id,snake_sub_family,poisonous,X,Y,height,width
2600,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,1f6e182ecda249de840732d9cfa312ee,113,Causus rhombeatus,1,0.6494572,0.3704324,0.72520465,0.5254589
2601,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,9408c1ad72094b0d8dc07fe92ee8f9d7,113,Causus rhombeatus,1,0.3116978,0.5160516,0.7156281,0.5691058
2602,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,18b5cd829a224ed2ab423d2e0d902cfd,113,Causus rhombeatus,1,0.5385213,0.37113017,0.76562953,0.9227097
2603,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,bedd7b808b1e4302ab87ffe917596984,113,Causus rhombeatus,1,0.48948303,0.50791925,0.80146843,0.92274624
2604,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,9bfcc7bb468b48198d9a3fb7d86c433e,113,Causus rhombeatus,1,0.6892042,0.5203625,0.71290976,0.65530235
2605,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,4a706c910e4c4f739a8a63f4bab5c462,113,Causus rhombeatus,1,0.6812004,0.6133077,0.7816271,0.68353444
2606,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,242399b6d98e43809ad2240f780215ca,113,Causus rhombeatus,1,0.56540394,0.7304522,0.34955195,0.38282174
2607,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,af6848cfa2a647b287a4664d82b4f29a,113,Causus rhombeatus,1,0.49609473,0.46244383,0.48239994,0.9239463
2608,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,6e375c9a952d4fb39ce33c0dd70b54c5,113,Causus rhombeatus,1,0.5438239,0.52317715,0.84118426,0.8091217
2609,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,f3c691c6f8e742f7a1d4d3438890c351,113,Causus rhombeatus,1,0.4541705,0.60380566,0.8458552,0.8784794
2610,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,892171a9dcce498494f40e100d7c9029,113,Causus rhombeatus,1,0.43454152,0.50399643,0.8366043,0.8459581
2611,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,f054de269c9d46288961f0a8964ff0c2,113,Causus rhombeatus,1,0.5838464,0.5017767,0.5834045,0.8703613
2612,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,1a9f1039c4bc422cbe701f081f462e87,113,Causus rhombeatus,1,0.28449583,0.53132415,0.37225366,0.58711
2613,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,1158e74354d34391894ee66afb8c77be,113,Causus rhombeatus,1,0.4970202,0.49547607,0.9406115,0.9547493
2614,Causus rhombeatus,unknown,unknown,Causus,Viperidae,f10e9a53c26f40a6a0999dd0d2eb457d,113,Causus rhombeatus,1,0.5120312,0.41535878,0.85401684,0.88218623
2615,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,5fd8931a59c24a4384659b74ca20926c,113,Causus rhombeatus,1,0.5984393,0.33334973,0.42530042,0.6575913
2616,Causus rhombeatus,Botswana,Africa,Causus,Viperidae,77eb8ac3241945c5b654c91ed089d38f,113,Causus rhombeatus,1,0.56011045,0.5677196,0.44208348,0.76591754
2617,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,6f9f04ff10f74e5a84e0aca695d3c287,113,Causus rhombeatus,1,0.48262352,0.3118561,0.7100316,0.9366175
2618,Causus rhombeatus,Kenya,Africa,Causus,Viperidae,b13937fed44b4f39a9560d535f6d6006,113,Causus rhombeatus,1,0.39768043,0.6027062,0.6071246,0.73509175
2619,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,974e1536b8d74082ae5c01e43113155b,113,Causus rhombeatus,1,0.351881,0.5392765,0.47006166,0.66146564
2620,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,763e440fefd643e78038c096d992aece,113,Causus rhombeatus,1,0.44890907,0.32701656,0.6927951,0.84380674
2621,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,3a25b3fb4aa54287bb22ac8a2f9dfde6,113,Causus rhombeatus,1,0.46832186,0.4600205,0.6209215,0.72993636
2622,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,cc0f465dcc5144748b6b123019be4b5f,113,Causus rhombeatus,1,0.29120797,0.55128014,0.7791292,0.5569585
2623,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,a5242c4434194c0a9921b1859e13c417,113,Causus rhombeatus,1,0.43872523,0.41633612,0.8977576,0.62467504
2624,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,2be9ddad53684a929232e0be14d1f985,113,Causus rhombeatus,1,0.49860728,0.49745655,1.0023218,0.9241398
2625,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,253c020fba6144479308f6172f79b0b5,113,Causus rhombeatus,1,0.49773574,0.4712518,0.8279919,0.91327065
2626,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,d06deea6c9ab4cd3a72d1c85f16fbdcb,113,Causus rhombeatus,1,0.5036357,0.4456101,0.6076836,0.57630116
2627,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,97da3f406db24bc1ab2e90c3233eb30a,113,Causus rhombeatus,1,0.50780064,0.52848285,0.9385299,1.0084488
2628,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,eceee0cfbc334c2fbd833ac3ab1162a4,113,Causus rhombeatus,1,0.32602486,0.45358595,0.44006768,0.7143912
2629,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,1e5e888c3c684e1ba5e537f81418af52,113,Causus rhombeatus,1,0.47313526,0.5002537,0.9647316,0.84750885
2630,Causus rhombeatus,unknown,unknown,Causus,Viperidae,5dd929fc9db149ef9c150a69ddcb79bb,113,Causus rhombeatus,1,0.49647206,0.54198134,0.8259779,0.8956352
2631,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,984a258dcf3e479eb68a6fbc9c6d62a0,113,Causus rhombeatus,1,0.38679206,0.55936503,0.33095753,0.53750837
2632,Causus rhombeatus,unknown,unknown,Causus,Viperidae,a8ddf39fd40e4227a7e30a21eca4c815,113,Causus rhombeatus,1,0.4807967,0.52415013,0.85766536,0.9016302
2633,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,4a7adf4011934e628b63be71929daf34,113,Causus rhombeatus,1,0.44180092,0.5562185,0.8408995,0.8674029
2634,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,4377287651b3419d8e62012c94ee2130,113,Causus rhombeatus,1,0.49061242,0.5206212,0.66699266,0.4889364
2635,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,7a17726e81c14c48bea03fe9c24a5ef2,113,Causus rhombeatus,1,0.53418934,0.5570291,0.59677976,0.49104357
2636,Causus rhombeatus,Zambia,Africa,Causus,Viperidae,f075e10e73a7442793529b3908c86bd9,113,Causus rhombeatus,1,0.56421906,0.34059155,0.6591631,0.83702534
2637,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,cff97a625af643de943170b3b775aca9,113,Causus rhombeatus,1,0.2893856,0.5035788,0.6405549,0.3984427
2638,Causus rhombeatus,unknown,unknown,Causus,Viperidae,e15a56440c1f4897921a9066290bd670,113,Causus rhombeatus,1,0.437302,0.50756747,0.77068186,0.7697094
2639,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,23674b328bce42b5a0c66a65e8d2d1e3,113,Causus rhombeatus,1,0.5030459,0.62604016,0.38629293,0.55450916
2640,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,256ed032986c404f9346c1d977568abf,113,Causus rhombeatus,1,0.44182846,0.5802756,0.55549216,0.47184226
2641,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,a07906bac3664337a56ca3bb0042a0ce,113,Causus rhombeatus,1,0.40055135,0.5789153,0.81476194,0.82059234
2642,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,6b86bed535384ba2bbc2d4ae1745964e,113,Causus rhombeatus,1,0.4728222,0.49702814,0.86088157,0.8248334
2643,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,bd47306a9f6849eda79f65f17ca8939b,113,Causus rhombeatus,1,0.56492895,0.44409677,0.44709393,0.8471619
2644,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,3fb5d6869e67409fa048659e1d800d05,113,Causus rhombeatus,1,0.5663071,0.56058437,0.7769882,0.93564284
2645,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,ab1f7a9536e445b49df6006290a7aa18,113,Causus rhombeatus,1,0.43996745,0.66006905,0.6000479,0.43721262
2646,Causus rhombeatus,unknown,unknown,Causus,Viperidae,f01e0321625d47a0a478097de446e26c,113,Causus rhombeatus,1,0.34865448,0.45747343,0.87898755,0.64264005
2647,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,df28794114334dfc8b000a37f949660f,113,Causus rhombeatus,1,0.51867115,0.56551266,0.49660525,0.8881068
2648,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,2dea8de5fc6347308857d8b26d585b39,113,Causus rhombeatus,1,0.45186022,0.5106465,1.0870532,0.7356007
2649,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,6d11c8788390461490a28dcbc9889342,113,Causus rhombeatus,1,0.504669,0.53691566,0.85894316,0.8867139
2650,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,ae9fdcf99c884f0cb8652c028b0d1a1c,113,Causus rhombeatus,1,0.4035736,0.54722744,0.7108175,0.78996533
2651,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,e533daff343e4bf4af9ad9fe75f2ad7a,113,Causus rhombeatus,1,0.49173206,0.64141154,0.67759746,0.6689491
2652,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,257b4761bf5e415ebf266bbb85bc05cb,113,Causus rhombeatus,1,0.53870314,0.5652197,0.6622212,0.67724186
2653,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,6fad66aa39584ab0930e3b20c8afd483,113,Causus rhombeatus,1,0.49603403,0.3819314,0.66998714,0.57898575
2654,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,843627a0262743a7832999711ffc8016,113,Causus rhombeatus,1,0.3099715,0.7307035,0.48892838,0.60472965
2655,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,8b72ab55dd9c45c19bc6bc9f21e9a619,113,Causus rhombeatus,1,0.5659612,0.4714271,0.71608233,0.87765884
2656,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,92735b27ff2f4cb79395b888340a51eb,113,Causus rhombeatus,1,0.36881888,0.4400473,0.8464156,0.7169586
2657,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,3ef423341751406aa2808a95c351722c,113,Causus rhombeatus,1,0.41500935,0.5306537,0.8551673,0.3863741
2658,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,4f1f809a2a1f42f4bdc710bbfd72cf7e,113,Causus rhombeatus,1,0.49643445,0.5796321,0.69185954,0.86982554
2659,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,d2a0d6f328254394a05c86e0e784d265,113,Causus rhombeatus,1,0.5799278,0.5844,0.8225625,0.78611624
2660,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,6fb0072bf8e347218064d993e69034e9,113,Causus rhombeatus,1,0.6009199,0.31527206,0.5043643,0.4802
2661,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,d1b5868972e945098cb7a36a877b2daa,113,Causus rhombeatus,1,0.41206044,0.56824696,0.6027429,0.46952724
2662,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,a9600753163643529ef4892f2e8bd1ca,113,Causus rhombeatus,1,0.4303815,0.6780799,0.56179184,0.44318146
2663,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,321a0d84318f4cfd8712f237ab7331d1,113,Causus rhombeatus,1,0.5565321,0.44422615,0.8441854,0.8592863
2664,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,c85ef044f56f4068ae741e3f21fc4683,113,Causus rhombeatus,1,0.4805395,0.5049499,0.6928936,0.93077683
2665,Causus rhombeatus,unknown,unknown,Causus,Viperidae,692144c41d754fe3a9336c9c8bb187fa,113,Causus rhombeatus,1,0.4590105,0.64289474,0.5410211,0.6243111
2666,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,e0a3db93d68a44888bd7ade85b13b1c0,113,Causus rhombeatus,1,0.5386045,0.49176753,0.64344585,0.8318663
2667,Causus rhombeatus,Zambia,Africa,Causus,Viperidae,6921fbe2e8dc4f1e84833b92a01d62f3,113,Causus rhombeatus,1,0.5686484,0.5642667,0.61489475,0.8994062
2668,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,a70c70502be1413fa250524858ffdcad,113,Causus rhombeatus,1,0.33154532,0.6860837,0.59211755,0.4166237
2669,Causus rhombeatus,unknown,unknown,Causus,Viperidae,eb5dd57f7a8a4a6a8869085f38620a39,113,Causus rhombeatus,1,0.34144577,0.6675321,0.5559082,0.64277697
2670,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,5ae00bfd3aac45f2a3df8bc6bc275871,113,Causus rhombeatus,1,0.48797214,0.57541335,0.6639339,0.47076392
2671,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,0e348b8bd8144885b860da50f2ff0c03,113,Causus rhombeatus,1,0.45768294,0.68527246,0.59482956,0.61934984
2672,Causus rhombeatus,Zambia,Africa,Causus,Viperidae,a5a7500dd03541f9bb5b1abc258f56f5,113,Causus rhombeatus,1,0.5697949,0.56602216,0.62470824,0.8418961
2673,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,1330bd776cd045b888af0c63807834a5,113,Causus rhombeatus,1,0.50500387,0.50243115,0.9070492,0.9047151
2674,Causus rhombeatus,Botswana,Africa,Causus,Viperidae,5dabcf674463454da1cb31168fbba7b7,113,Causus rhombeatus,1,0.58588636,0.39130127,0.7792225,0.8646712
2675,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,05a5e4e1cbd642b2939e822ce5308587,113,Causus rhombeatus,1,0.50282127,0.45717373,0.82579297,1.0744525
2676,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,ac3a6ecf71064b99a1276187672d621a,113,Causus rhombeatus,1,0.49486262,0.62655395,0.7270299,1.0577377
2677,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,1b5892ea5d004fd4acf5c3cea448770f,113,Causus rhombeatus,1,0.57818943,0.6084893,0.53291905,0.23772414
2678,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,5e4210edc6e94fa2955f1890a7abbf0f,113,Causus rhombeatus,1,0.5065016,0.51327443,0.545105,0.44559532
2679,Causus rhombeatus,unknown,unknown,Causus,Viperidae,c065c781ac01455d8e2f1c71134e9f68,113,Causus rhombeatus,1,0.46153423,0.40495467,0.82383096,0.92935866
2680,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,8d0c8ea2870b4d3bb03318be307d7b69,113,Causus rhombeatus,1,0.3463077,0.5325925,0.8901933,0.6088687
2681,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,8a89d39cde8c45daafbd76d17b7f8033,113,Causus rhombeatus,1,0.49120227,0.66372824,0.64348185,0.91531736
2682,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,593d78402cb646eba6cc9e324c17c3c8,113,Causus rhombeatus,1,0.45551953,0.435318,0.3964525,0.65334153
2683,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,7d14619f91764b6cad9ccf376720a50b,113,Causus rhombeatus,1,0.62759376,0.69903564,0.62963367,0.87224376
2684,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,e1eb94745a8a43fb85fd38642ccb9ef6,113,Causus rhombeatus,1,0.45700347,0.6184653,0.6515247,0.8722971
2685,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,a9f2039b84c443e79f725861cdd1b9f7,113,Causus rhombeatus,1,0.3403796,0.61460334,0.88475573,0.7238555
2686,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,8472cd71cf134c678f5932178658756e,113,Causus rhombeatus,1,0.44498816,0.6277717,0.738577,0.8336717
2687,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,7b048380db52419f9df9ccf2e32807ed,113,Causus rhombeatus,1,0.5053894,0.5651379,0.80225635,0.7695
2688,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,eab88e43ecf44122bde33133c59105eb,113,Causus rhombeatus,1,0.36008495,0.57120234,0.8500612,0.72058994
2689,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,e90d8a0b00fe4023a6a6d2a7ab28fa49,113,Causus rhombeatus,1,0.49773574,0.4712518,0.8279919,0.91327065
2690,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,e5f651f492ac4ef9a43d1b21fb277608,113,Causus rhombeatus,1,0.56730986,0.6101841,0.75764775,0.8657471
2691,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,ddf4aae38e3e4cac990c80929ce26010,113,Causus rhombeatus,1,0.4972729,0.59693325,0.78750503,0.88371485
2692,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,71cc7717533342fa82cbe88744b72557,113,Causus rhombeatus,1,0.49950153,0.49794534,0.94927514,1.0426496
2693,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,752ff8c92dd9401197f384944d56b32f,113,Causus rhombeatus,1,0.6036504,0.55951804,0.8557895,0.8057643
2694,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,3040e81962ac48f2a899d6df1b04fc67,113,Causus rhombeatus,1,0.52157104,0.62940997,0.7157953,0.9108323
2695,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,142401a817554e9e81ca278964a87c19,113,Causus rhombeatus,1,0.3320246,0.60693926,0.7342753,0.75012684
2696,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,a88ad83977824db7a3f02e163399dc64,113,Causus rhombeatus,1,0.53346634,0.66850966,0.6626743,0.83156854
2697,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,844644fc792c407796a2af5822c1da95,113,Causus rhombeatus,1,0.34184554,0.46936166,1.0047892,0.5863188
2698,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,28a13f2bb0f744709c1454a30dd82b3e,113,Causus rhombeatus,1,0.5657684,0.42562145,0.75023615,0.86349463
2699,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,63436354cce849d895e424d3875d5415,113,Causus rhombeatus,1,0.49427485,0.5698798,0.596279,0.64058346
2700,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,594f2d1c01e543968df769496e203f3a,113,Causus rhombeatus,1,0.50393826,0.5127063,0.8285357,0.8771282
2701,Causus rhombeatus,unknown,unknown,Causus,Viperidae,e6efcf202adf4b86ac87dc1f4d2bf5d9,113,Causus rhombeatus,1,0.42647624,0.48621303,0.6502924,0.75382483
2702,Causus rhombeatus,unknown,unknown,Causus,Viperidae,19194b14d63a4fe4982c0930b0c7b3b4,113,Causus rhombeatus,1,0.44480887,0.49403673,0.93609077,0.8821463
2703,Causus rhombeatus,South Africa,Africa,Causus,Viperidae,ad159a4af8104f288e8c5752241acbec,113,Causus rhombeatus,1,0.5078843,0.5907538,0.7681155,0.9024108
2704,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,a2c0a76b6f1a4ccb84ed638f78b2f779,114,Cemophora coccinea,0,0.49352995,0.6273849,0.6829589,0.7634299
2705,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,9d0b0d9c1c0946f4835d168e397fe9d5,114,Cemophora coccinea,0,0.2808782,0.54322946,0.87745076,0.619567
2706,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,870899b291494234847c61e6431af5c1,114,Cemophora coccinea,0,0.5643656,0.51076895,0.89392716,0.74433845
2707,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,65903caa345748c6af108e803223a0b7,114,Cemophora coccinea,0,0.39190918,0.52795124,0.81765646,0.6791218
2708,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,626a99bcc44d41d89ca2c52a66863ad2,114,Cemophora coccinea,0,0.4839532,0.50530535,0.7830986,0.901279
2709,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,a184759e7eb8406daeeb7f916341867e,114,Cemophora coccinea,0,0.45685077,0.5274827,0.46211702,0.6324691
2710,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,d9881cf01d7a4b73a38ae34bfd075481,114,Cemophora coccinea,0,0.43682414,0.66826737,0.5939839,0.4777133
2711,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,d69dceddb8664b898ccb6b18f16b730b,114,Cemophora coccinea,0,0.5068355,0.48422086,0.94206303,0.9264508
2712,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,df39538ee3a44c9faf11c0977f92b2ba,114,Cemophora coccinea,0,0.43647742,0.63545626,0.5962804,0.77314687
2713,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,307ce489b61a4b1d9452886c9f3b52c2,114,Cemophora coccinea,0,0.5155039,0.6230612,0.87677133,0.9051629
2714,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,240650dca4c14f58953c9dbb54eea8fc,114,Cemophora coccinea,0,0.5174968,0.49460393,0.6672403,0.5995095
2715,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,43177887ffb24613ae37e1211f42cd96,114,Cemophora coccinea,0,0.4976642,0.44579947,0.79833263,0.917705
2716,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,20318e30ac6b45168e26920237beda45,114,Cemophora coccinea,0,0.44547653,0.5519505,0.8522117,0.8502838
2717,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,2534bf8b94bd4df4aed0b4504c80448f,114,Cemophora coccinea,0,0.32838,0.5374459,0.95042515,0.6445715
2718,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,c1232d2677da448ab2fa7cd9a07e7b99,114,Cemophora coccinea,0,0.45064482,0.44122672,0.48282668,0.87368697
2719,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,0e97790199eb4f47a5f6584e09508289,114,Cemophora coccinea,0,0.547983,0.60555375,0.78878444,0.8460727
2720,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,b8943526f3944e01bcea2f397ef51f6f,114,Cemophora coccinea,0,0.63007206,0.56743336,0.3394745,0.38389292
2721,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,5ad5750697a44f089440a193def32759,114,Cemophora coccinea,0,0.3983368,0.5677632,0.20382981,0.31036082
2722,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,55a41e2ea3dd4c329a71dfc3f89d8c30,114,Cemophora coccinea,0,0.55828214,0.5173549,0.55587476,0.76821995
2723,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,fd4dca49c758497d92bd91b3ba99b4b6,114,Cemophora coccinea,0,0.48006973,0.4354339,0.8541591,0.71736306
2724,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,33ec1e1fa56d4ba4b637c95b61d539ad,114,Cemophora coccinea,0,0.49539405,0.49740943,0.94189197,0.90608203
2725,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,a533a6efb1244645a3232cf9a5188ddb,114,Cemophora coccinea,0,0.6265847,0.5852179,0.70255107,0.81080973
2726,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,025fb8a3c9a24c7eb5cbd4d58de60f5f,114,Cemophora coccinea,0,0.46677265,0.56568635,0.5182497,0.85674155
2727,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,f373990b815c4ed890f7aa6131d9708f,114,Cemophora coccinea,0,0.35175017,0.49041545,0.79194975,0.7766182
2728,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,242967d6c45748ef9dd95231872e4075,114,Cemophora coccinea,0,0.52422744,0.62811494,0.7450187,0.60387397
2729,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,9366090fb2684a0e9e403cb1630114c3,114,Cemophora coccinea,0,0.6273732,0.45983928,0.6106039,0.78686434
2730,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,33edf196fd384a41b1dc7658f5811a55,114,Cemophora coccinea,0,0.5555191,0.55174786,0.9007525,0.82458013
2731,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,0d68d1b22f5e4b158b86689969df2c7f,114,Cemophora coccinea,0,0.44819874,0.52081925,0.92463136,0.7458499
2732,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,b43ac2670c2d463fa18d52e928456387,114,Cemophora coccinea,0,0.51687366,0.5642774,0.7268643,0.9347257
2733,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,b175c9771fd946f99092559773e8eef2,114,Cemophora coccinea,0,0.52741474,0.63878465,0.5243751,0.818161
2734,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,c6ef7455bd8f49b6bc0a7161c9fdc134,114,Cemophora coccinea,0,0.49683356,0.6019784,0.7558514,0.8334926
2735,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,a8d84b68fd5b4e8f97c3d5745896750a,114,Cemophora coccinea,0,0.49844006,0.47690353,0.9058273,0.9656094
2736,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,dbdb6142aba44d9384d6f91bf017ca64,114,Cemophora coccinea,0,0.43195033,0.44084916,0.6061577,0.8315621
2737,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,ded462e992524552b51949d59a2369d9,114,Cemophora coccinea,0,0.43969947,0.45627028,0.67427206,0.6809547
2738,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,8c7a7c8473454f9f8fdb39af84bb9b0b,114,Cemophora coccinea,0,0.43871292,0.5394296,0.88907355,0.82780087
2739,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,bf387bdb9b734d56a2f932070d3c605c,114,Cemophora coccinea,0,0.35987306,0.5826786,0.40567428,0.59673554
2740,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,af00752712324fb6be8d57566d5970a5,114,Cemophora coccinea,0,0.4925219,0.6263142,0.67911124,0.9755773
2741,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,f4806cb1f9864acbb2639799f705636d,114,Cemophora coccinea,0,0.45223624,0.5038436,0.8412997,0.59035087
2742,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,465c5b65b03c41b9be67d20a045e5ea3,114,Cemophora coccinea,0,0.4987175,0.48454678,0.83688587,0.96911037
2743,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,3b6b7760cb5448f3a86617ab806f5f39,114,Cemophora coccinea,0,0.48251688,0.41094315,0.84141517,0.8785243
2744,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,41c51877d9f248f9adcfba765ce4b019,114,Cemophora coccinea,0,0.55750036,0.49385116,0.9519551,0.8933046
2745,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,0781dfddb4e24f1897fefa2f55cd5146,114,Cemophora coccinea,0,0.49536312,0.49186945,0.971136,0.94280934
2746,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,13c12405936543acb9557255eae35e53,114,Cemophora coccinea,0,0.4411618,0.5578549,0.5846508,0.8408498
2747,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,d7779da65a144a5db6630682dd3ee279,114,Cemophora coccinea,0,0.32249692,0.6784208,0.63310075,0.71178937
2748,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,0747f2af3b39421998f80d0372f62f4f,114,Cemophora coccinea,0,0.48173004,0.48249733,0.59490985,0.8119119
2749,Cemophora coccinea,unknown,unknown,Cemophora,Colubridae,6f17bff01909495ab6dc5da539a95aa0,114,Cemophora coccinea,0,0.31522095,0.34121177,0.55143094,0.6185757
2750,Cemophora coccinea,United States of America,North America,Cemophora,Colubridae,34dcba81d47c45279b7e27d11e508fb2,114,Cemophora coccinea,0,0.6126861,0.6208025,0.7866282,0.93383646
